Measurement Time	Port 1 5TM Moisture/Temp m³/m³ VWC	Port 1 5TM Moisture/Temp °C Temp	Port 2 5TM Moisture/Temp m³/m³ VWC	Port 2 5TM Moisture/Temp °C Temp	Port 3 5TM Moisture/Temp m³/m³ VWC	Port 3 5TM Moisture/Temp °C Temp
12/15/21 02:00 PM	0.231	1.5	0.292	3.1	0.232	4.6
12/15/21 03:00 PM	0.234	1.5	0.294	3.1	0.232	4.6
12/15/21 04:00 PM	0.242	1.5	0.294	3.1	0.233	4.6
12/15/21 05:00 PM	0.249	1.5	0.289	3.1	0.234	4.6
12/15/21 06:00 PM	0.258	1.5	0.288	3.1	0.234	4.6
12/15/21 07:00 PM	0.265	1.4	0.290	3.1	0.234	4.6
12/15/21 08:00 PM	0.262	1.4	0.287	3.0	0.241	4.6
12/15/21 09:00 PM	0.274	1.3	0.318	3.0	0.251	4.6
12/15/21 10:00 PM	0.263	1.2	0.327	2.9	0.251	4.6
12/15/21 11:00 PM	0.270	1.2	0.330	2.8	0.265	4.5
12/16/21 12:00 AM	0.261	1.2	0.324	2.8	0.277	4.4
12/16/21 01:00 AM	0.263	1.2	0.332	2.8	0.287	4.4
12/16/21 02:00 AM	0.258	1.2	0.324	2.8	0.286	4.4
12/16/21 03:00 AM	0.265	1.2	0.325	2.8	0.286	4.4
12/16/21 04:00 AM	0.268	1.3	0.327	2.8	0.285	4.4
12/16/21 05:00 AM	0.267	1.3	0.327	2.8	0.283	4.4
12/16/21 06:00 AM	0.266	1.4	0.327	2.8	0.282	4.4
12/16/21 07:00 AM	0.265	1.4	0.326	2.9	0.280	4.4
12/16/21 08:00 AM	0.263	1.4	0.325	2.9	0.279	4.4
12/16/21 09:00 AM	0.262	1.4	0.324	2.9	0.279	4.4
12/16/21 10:00 AM	0.261	1.4	0.322	2.9	0.278	4.4
12/16/21 11:00 AM	0.260	1.4	0.321	2.9	0.276	4.4
12/16/21 12:00 PM	0.259	1.4	0.321	2.9	0.275	4.4
12/16/21 01:00 PM	0.258	1.5	0.321	2.9	0.274	4.4
12/16/21 02:00 PM	0.258	1.5	0.321	2.9	0.273	4.4
12/16/21 03:00 PM	0.258	1.5	0.320	2.9	0.272	4.4
12/16/21 04:00 PM	0.257	1.5	0.320	3.0	0.271	4.4
12/16/21 05:00 PM	0.257	1.5	0.320	3.0	0.270	4.4
12/16/21 06:00 PM	0.257	1.5	0.319	3.0	0.269	4.4
12/16/21 07:00 PM	0.256	1.5	0.319	3.0	0.269	4.4
12/16/21 08:00 PM	0.256	1.5	0.319	3.0	0.269	4.4
12/16/21 09:00 PM	0.256	1.5	0.318	3.0	0.268	4.4
12/16/21 10:00 PM	0.255	1.5	0.318	3.0	0.268	4.4
12/16/21 11:00 PM	0.254	1.5	0.318	3.0	0.268	4.4
12/17/21 12:00 AM	0.254	1.5	0.318	3.0	0.267	4.4
12/17/21 01:00 AM	0.253	1.5	0.318	3.0	0.267	4.4
12/17/21 02:00 AM	0.253	1.5	0.317	3.0	0.267	4.4
12/17/21 03:00 AM	0.253	1.5	0.317	3.0	0.267	4.4
12/17/21 04:00 AM	0.252	1.5	0.317	3.0	0.267	4.4
12/17/21 05:00 AM	0.252	1.5	0.316	3.0	0.266	4.4
12/17/21 06:00 AM	0.252	1.5	0.316	3.0	0.266	4.4
12/17/21 07:00 AM	0.251	1.5	0.316	3.0	0.266	4.4
12/17/21 08:00 AM	0.251	1.5	0.315	3.0	0.266	4.4
12/17/21 09:00 AM	0.251	1.5	0.315	3.0	0.265	4.4
12/17/21 10:00 AM	0.250	1.5	0.315	3.0	0.265	4.4
12/17/21 11:00 AM	0.250	1.5	0.314	3.0	0.265	4.4
12/17/21 12:00 PM	0.250	1.5	0.314	3.0	0.264	4.4
12/17/21 01:00 PM	0.250	1.5	0.313	3.0	0.264	4.4
12/17/21 02:00 PM	0.250	1.5	0.313	3.0	0.264	4.4
12/17/21 03:00 PM	0.249	1.4	0.313	3.0	0.264	4.4
12/17/21 04:00 PM	0.249	1.4	0.313	3.0	0.263	4.4
12/17/21 05:00 PM	0.249	1.4	0.313	3.0	0.263	4.4
12/17/21 06:00 PM	0.249	1.4	0.313	3.0	0.263	4.4
12/17/21 07:00 PM	0.249	1.4	0.312	3.0	0.263	4.4
12/17/21 08:00 PM	0.249	1.4	0.312	3.0	0.263	4.4
12/17/21 09:00 PM	0.249	1.4	0.312	3.0	0.262	4.4
12/17/21 10:00 PM	0.248	1.4	0.312	3.0	0.262	4.4
12/17/21 11:00 PM	0.248	1.4	0.312	3.0	0.262	4.4
12/18/21 12:00 AM	0.248	1.3	0.312	3.0	0.262	4.4
12/18/21 01:00 AM	0.248	1.3	0.312	3.0	0.262	4.4
12/18/21 02:00 AM	0.248	1.3	0.311	3.0	0.262	4.4
12/18/21 03:00 AM	0.247	1.3	0.311	3.0	0.262	4.4
12/18/21 04:00 AM	0.246	1.3	0.311	3.0	0.262	4.4
12/18/21 05:00 AM	0.246	1.2	0.311	3.0	0.262	4.3
12/18/21 06:00 AM	0.246	1.2	0.311	3.0	0.262	4.3
12/18/21 07:00 AM	0.246	1.2	0.311	3.0	0.262	4.3
12/18/21 08:00 AM	0.246	1.2	0.311	3.0	0.261	4.3
12/18/21 09:00 AM	0.245	1.2	0.310	3.0	0.262	4.3
12/18/21 10:00 AM	0.245	1.2	0.310	3.0	0.261	4.3
12/18/21 11:00 AM	0.245	1.2	0.310	3.0	0.261	4.3
12/18/21 12:00 PM	0.245	1.1	0.310	2.9	0.261	4.3
12/18/21 01:00 PM	0.245	1.1	0.310	2.9	0.261	4.3
12/18/21 02:00 PM	0.245	1.1	0.310	2.9	0.261	4.3
12/18/21 03:00 PM	0.245	1.1	0.310	2.9	0.261	4.3
12/18/21 04:00 PM	0.245	1.1	0.309	2.9	0.260	4.3
12/18/21 05:00 PM	0.246	1.1	0.310	2.9	0.260	4.3
12/18/21 06:00 PM	0.246	1.1	0.310	2.9	0.260	4.3
12/18/21 07:00 PM	0.246	1.1	0.310	2.9	0.260	4.3
12/18/21 08:00 PM	0.245	1.1	0.310	2.9	0.260	4.3
12/18/21 09:00 PM	0.245	1.1	0.310	2.9	0.260	4.3
12/18/21 10:00 PM	0.245	1.1	0.310	2.9	0.260	4.3
12/18/21 11:00 PM	0.245	1.1	0.310	2.9	* * * 	* * * 
12/19/21 12:00 AM	0.245	1.1	0.310	2.9	* * * 	* * * 
12/19/21 01:00 AM	0.245	1.1	0.310	2.9	* * * 	* * * 
12/19/21 02:00 AM	0.244	1.1	0.310	2.9	* * * 	* * * 
12/19/21 03:00 AM	0.244	1.1	0.310	2.8	* * * 	* * * 
12/19/21 04:00 AM	0.244	1.1	0.309	2.8	0.259	4.3
12/19/21 05:00 AM	0.244	1.0	0.309	2.8	0.259	4.3
12/19/21 06:00 AM	0.243	1.0	0.308	2.8	0.258	4.3
12/19/21 07:00 AM	0.243	1.0	0.308	2.8	0.258	4.3
